,car_id,date,mileage,env_temperature,env_humidity,tire_thickness_mm,brake_pad_thickness_mm,oil_quality,engine_performance,vibration_level,engine_temperature,maintenance_needed
574,2,2022-07-29,13164,37.61,23.49,0.0,4.0,74.44,87.66,7.01,83.3,1
575,2,2022-07-30,13203,-9.34,57.94,0.0,3.981,74.39,87.62,4.82,84.4,1
576,2,2022-07-31,13273,-2.53,65.38,0.0,3.945,74.35,87.6,7.52,83.51,1
577,2,2022-08-01,13349,19.25,38.64,0.0,3.907,74.3,87.57,8.21,82.56,1
578,2,2022-08-02,13384,-3.38,58.28,0.0,3.89,74.24,87.56,5.78,82.22,1
579,2,2022-08-03,13418,-4.94,63.62,0.0,3.874,74.17,87.55,5.52,83.94,1
580,2,2022-08-04,13466,-3.64,49.93,0.0,3.85,74.1,87.53,5.05,83.69,1
581,2,2022-08-05,13505,37.51,57.5,0.0,3.83,74.03,87.51,4.11,82.83,1
582,2,2022-08-06,13556,17.71,61.15,0.0,3.805,73.96,87.5,0.82,82.85,1
583,2,2022-08-07,13586,-4.66,36.72,0.0,3.79,73.95,87.48,4.9,82.89,1
584,2,2022-08-08,13617,17.21,58.62,0.0,3.776,73.92,87.47,4.98,81.68,1
585,2,2022-08-09,13645,3.8,71.17,0.0,3.763,73.86,87.47,6.32,82.27,1
586,2,2022-08-10,13678,-7.39,79.68,0.0,3.746,73.81,87.44,3.8,82.24,1
587,2,2022-08-11,13733,3.38,56.34,0.0,3.718,73.8,87.41,7.01,84.38,1
588,2,2022-08-12,13782,39.46,38.55,0.0,3.692,73.76,87.4,3.33,81.67,1
589,2,2022-08-13,13827,27.82,57.78,0.0,3.671,73.69,87.37,0.89,85.51,1
590,2,2022-08-14,13857,39.05,71.83,0.0,3.656,73.69,87.32,6.06,83.3,1
591,2,2022-08-15,13929,18.99,57.82,0.0,3.618,73.66,87.3,4.83,85.27,1
592,2,2022-08-16,13971,36.16,21.11,0.0,3.598,73.66,87.28,3.93,83.32,1
593,2,2022-08-17,14068,31.82,55.84,0.0,3.549,73.62,87.27,2.32,83.62,1
594,2,2022-08-18,14131,-4.18,87.91,0.0,3.518,73.58,87.25,4.96,83.18,1
595,2,2022-08-19,14174,39.99,20.15,0.0,3.497,73.55,87.22,5.45,83.86,1
596,2,2022-08-20,14221,-5.48,86.35,0.0,3.473,73.48,87.19,5.67,83.93,1
597,2,2022-08-21,14289,2.18,85.22,0.0,3.441,73.44,87.17,3.79,84.51,1
598,2,2022-08-22,14386,10.32,76.66,0.0,3.393,73.46,87.13,5.0,83.09,1
599,2,2022-08-23,14416,9.19,88.05,0.0,3.38,73.43,87.1,6.45,82.4,1
600,2,2022-08-24,14476,15.01,49.06,0.0,3.35,73.39,87.08,2.42,83.16,1
601,2,2022-08-25,14558,6.87,21.27,0.0,3.309,73.34,87.05,8.88,80.67,1
602,2,2022-08-26,14625,-0.47,52.34,0.0,3.276,73.29,87.04,2.21,84.64,1
603,2,2022-08-27,14718,36.42,24.59,0.0,3.228,73.26,87.03,4.23,83.8,1
604,2,2022-08-28,14764,31.34,59.39,0.0,3.206,73.23,87.01,5.17,82.44,1
605,2,2022-08-29,14818,-5.74,41.21,0.0,3.18,73.2,86.98,5.1,83.23,1
606,2,2022-08-30,14874,-1.82,59.59,0.0,3.153,73.12,86.96,5.78,81.22,1
607,2,2022-08-31,14902,23.54,38.86,0.0,3.14,73.11,86.93,5.5,82.88,1
608,2,2022-09-01,14941,25.39,45.2,0.0,3.121,73.08,86.94,5.63,85.24,1
609,2,2022-09-02,15016,15.44,37.02,0.0,3.084,73.06,86.92,6.47,82.19,1
610,2,2022-09-03,15103,22.55,77.72,0.0,3.04,72.98,86.91,5.83,82.98,1
611,2,2022-09-04,15195,12.34,51.33,0.0,2.994,72.94,86.89,1.81,83.32,1
612,2,2022-09-05,15242,13.49,51.88,0.0,2.969,72.9,86.87,5.41,84.29,1
613,2,2022-09-06,15275,-0.37,62.45,0.0,2.952,72.84,86.82,9.37,82.89,1
614,2,2022-09-07,15331,17.86,71.98,0.0,2.923,72.76,86.79,3.07,83.98,1
615,2,2022-09-08,15377,12.15,59.3,0.0,2.902,72.7,86.76,4.56,83.93,1
616,2,2022-09-09,15415,33.67,24.18,0.0,2.883,72.69,86.75,3.43,84.33,1
617,2,2022-09-10,15513,0.26,33.27,0.0,2.835,72.62,86.73,5.06,85.3,1
618,2,2022-09-11,15567,39.42,52.57,0.0,2.81,72.57,86.72,7.61,83.2,1
619,2,2022-09-12,15617,14.64,32.66,0.0,2.785,72.48,86.68,1.53,83.98,1
620,2,2022-09-13,15687,-8.95,70.6,0.0,2.75,72.47,86.66,3.91,83.89,1
621,2,2022-09-14,15729,-5.27,22.3,0.0,2.728,72.42,86.65,6.78,82.67,1
622,2,2022-09-15,15766,37.44,38.76,0.0,2.708,72.39,86.62,7.81,83.57,1
623,2,2022-09-16,15802,17.35,65.5,0.0,2.691,72.33,86.61,9.68,83.5,1
624,2,2022-09-17,15893,-9.5,33.64,0.0,2.647,72.29,86.59,4.45,83.71,1
625,2,2022-09-18,15961,25.3,36.67,0.0,2.613,72.22,86.57,4.45,83.87,1
626,2,2022-09-19,16037,-5.76,76.53,0.0,2.577,72.15,86.55,5.37,82.48,1
627,2,2022-09-20,16085,26.86,63.91,0.0,2.552,72.08,86.53,6.82,84.09,1
628,2,2022-09-21,16175,36.31,20.64,0.0,2.507,72.01,86.5,5.11,84.45,1
629,2,2022-09-22,16267,6.82,56.33,0.0,2.462,71.98,86.48,1.14,83.33,1
630,2,2022-09-23,16338,16.09,61.0,0.0,2.428,71.93,86.45,2.03,85.69,1
631,2,2022-09-24,16363,23.82,33.3,0.0,2.414,71.9,86.44,4.75,84.06,1
632,2,2022-09-25,16403,-6.07,81.69,0.0,2.395,71.85,86.42,6.29,84.33,1
633,2,2022-09-26,16444,33.69,55.13,0.0,2.376,71.81,86.38,3.22,82.57,1
634,2,2022-09-27,16511,32.72,72.43,0.0,2.343,71.72,86.38,-0.18,86.2,1
635,2,2022-09-28,16606,2.92,77.3,0.0,2.296,71.69,86.35,3.31,84.8,1
636,2,2022-09-29,16676,8.56,55.12,0.0,2.263,71.61,86.33,4.27,84.01,1
637,2,2022-09-30,16766,7.28,72.03,0.0,2.218,71.56,86.29,2.2,85.42,1
638,2,2022-10-01,16795,35.34,61.12,0.0,2.204,71.51,86.25,4.4,84.76,1
639,2,2022-10-02,16824,10.53,82.9,0.0,2.189,71.5,86.25,8.77,82.68,1
640,2,2022-10-03,16885,16.06,30.48,0.0,2.157,71.42,86.23,7.53,83.81,1
641,2,2022-10-04,16916,5.29,25.1,0.0,2.141,71.38,86.22,3.79,85.04,1
642,2,2022-10-05,17012,-6.84,29.22,0.0,2.091,71.32,86.2,10.68,85.97,1
643,2,2022-10-06,17060,10.04,40.82,0.0,2.067,71.28,86.18,7.05,84.96,1
644,2,2022-10-07,17080,18.09,71.86,0.0,2.057,71.22,86.17,3.63,85.78,1
645,2,2022-10-08,17148,5.14,52.15,0.0,2.023,71.19,86.16,4.95,82.28,1
646,2,2022-10-09,17210,11.93,35.28,0.0,1.991,71.09,86.15,7.8,84.82,1
647,2,2022-10-10,17295,-9.14,58.48,0.0,1.947,71.06,86.14,6.31,84.56,1
648,2,2022-10-11,17380,-9.81,36.67,0.0,1.905,71.0,86.1,5.89,85.17,1
649,2,2022-10-12,17414,34.11,50.37,0.0,1.889,70.97,86.08,3.55,84.46,1
650,2,2022-10-13,17470,19.91,62.13,0.0,1.862,70.91,86.06,3.51,84.21,1
651,2,2022-10-14,17565,33.5,64.53,0.0,1.815,70.87,86.03,4.45,82.36,1
652,2,2022-10-15,17645,15.16,42.12,0.0,1.775,70.86,85.99,3.38,84.21,1
653,2,2022-10-16,17679,-4.67,68.19,0.0,1.758,70.82,85.97,4.53,84.26,1
654,2,2022-10-17,17729,13.22,50.33,0.0,1.732,70.77,85.96,5.08,86.01,1
655,2,2022-10-18,17773,-7.26,57.48,0.0,1.71,70.7,85.93,2.87,84.7,1
656,2,2022-10-19,17842,38.11,40.29,0.0,1.676,70.66,85.92,2.84,85.05,1
657,2,2022-10-20,17918,38.4,84.03,0.0,1.637,70.65,85.9,4.01,85.55,1
658,2,2022-10-21,18005,15.38,48.09,0.0,1.594,70.63,85.87,5.48,85.42,1
659,2,2022-10-22,18043,-6.4,83.63,0.0,1.574,70.57,85.86,2.72,83.62,1
660,2,2022-10-23,18103,-2.39,38.48,0.0,1.545,70.5,85.84,2.33,84.47,1
661,2,2022-10-24,18150,-0.44,73.81,0.0,1.522,70.45,85.81,5.29,86.91,1
662,2,2022-10-25,18183,13.85,78.44,0.0,1.506,70.42,85.81,3.63,84.17,1
663,2,2022-10-26,18269,-8.11,65.04,0.0,1.461,70.35,85.79,6.58,84.58,1
664,2,2022-10-27,18308,-6.52,24.08,0.0,1.443,70.31,85.78,5.43,85.61,1
665,2,2022-10-28,18379,10.6,85.41,0.0,1.406,70.26,85.77,7.68,85.88,1
666,2,2022-10-29,18475,21.91,42.44,0.0,1.358,70.21,85.76,5.18,84.29,1
667,2,2022-10-30,18571,9.14,73.0,0.0,1.31,70.17,85.73,8.03,85.3,1
668,2,2022-10-31,18637,-3.17,36.01,0.0,1.278,70.11,85.74,7.37,85.98,1
669,2,2022-11-01,18689,37.8,57.19,0.0,1.251,70.04,85.71,4.46,86.09,1
670,2,2022-11-02,18772,-4.38,25.29,0.0,1.21,70.04,85.68,6.41,85.51,1
671,2,2022-11-03,18857,28.56,22.72,0.0,1.168,70.02,85.67,7.11,84.92,1
672,2,2022-11-04,18924,-7.99,76.34,0.0,1.134,69.94,85.66,2.9,82.77,1
673,2,2022-11-05,19008,25.29,77.46,0.0,1.091,69.91,85.65,3.51,84.38,1
674,2,2022-11-06,19066,2.52,76.41,0.0,1.061,69.87,85.63,3.26,86.16,1
675,2,2022-11-07,19140,32.94,69.03,0.0,1.024,69.82,85.61,5.88,84.17,1
676,2,2022-11-08,19234,4.21,61.0,0.0,0.977,69.73,85.61,7.25,85.78,1
677,2,2022-11-09,19303,9.74,65.22,0.0,0.941,69.69,85.61,5.15,86.21,1
678,2,2022-11-10,19372,36.49,53.87,0.0,0.906,69.68,85.57,4.34,85.13,1
679,2,2022-11-11,19415,4.19,50.56,0.0,0.885,69.66,85.56,5.08,85.98,1
680,2,2022-11-12,19448,-9.33,21.36,0.0,0.869,69.6,85.55,6.68,87.24,1
681,2,2022-11-13,19499,26.91,43.49,0.0,0.846,69.54,85.51,4.99,85.43,1
682,2,2022-11-14,19562,27.8,51.66,0.0,0.816,69.48,85.48,4.71,83.29,1
683,2,2022-11-15,19620,23.21,56.96,0.0,0.786,69.42,85.46,5.87,84.77,1
684,2,2022-11-16,19662,5.55,42.88,0.0,0.765,69.38,85.47,4.66,84.98,1
685,2,2022-11-17,19752,6.23,86.16,0.0,0.719,69.3,85.45,6.72,86.09,1
686,2,2022-11-18,19823,22.81,53.02,0.0,0.684,69.23,85.43,3.36,85.39,1
687,2,2022-11-19,19870,5.31,65.89,0.0,0.661,69.24,85.39,6.52,83.64,1
688,2,2022-11-20,19940,26.49,48.77,0.0,0.626,69.19,85.36,3.25,84.6,1
689,2,2022-11-21,19978,14.15,82.08,0.0,0.606,69.15,85.32,1.72,84.47,1
690,2,2022-11-22,20065,39.07,29.43,0.0,0.561,69.05,85.3,3.72,88.3,1
691,2,2022-11-23,20087,15.25,32.35,0.0,0.55,69.01,85.27,5.11,84.38,1
692,2,2022-11-24,20136,-4.37,85.38,0.0,0.526,68.97,85.24,5.79,86.01,1
693,2,2022-11-25,20172,-4.82,27.52,0.0,0.509,68.92,85.21,4.95,85.32,1
694,2,2022-11-26,20222,-7.7,58.07,0.0,0.484,68.89,85.19,8.23,86.38,1
695,2,2022-11-27,20280,31.27,23.92,0.0,0.455,68.83,85.17,4.56,85.97,1
696,2,2022-11-28,20361,35.2,42.45,0.0,0.413,68.79,85.13,7.33,84.78,1
697,2,2022-11-29,20458,-6.02,23.4,0.0,0.365,68.73,85.12,8.02,85.24,1
698,2,2022-11-30,20502,39.63,66.13,0.0,0.343,68.62,85.1,5.23,85.63,1
699,2,2022-12-01,20527,32.12,70.57,0.0,0.331,68.57,85.09,7.78,84.36,1
700,2,2022-12-02,20582,-3.55,50.12,0.0,0.305,68.52,85.07,4.66,87.57,1
701,2,2022-12-03,20643,10.12,30.6,0.0,0.274,68.49,85.05,3.54,87.73,1
702,2,2022-12-04,20679,37.45,37.22,0.0,0.254,68.42,85.04,6.63,87.01,1
703,2,2022-12-05,20729,1.82,26.85,0.0,0.23,68.37,85.01,2.53,85.13,1
704,2,2022-12-06,20779,-7.51,38.8,0.0,0.206,68.33,84.98,2.94,85.63,1
705,2,2022-12-07,20841,-3.85,63.37,0.0,0.173,68.28,84.97,6.11,85.03,1
706,2,2022-12-08,20888,25.3,36.39,0.0,0.152,68.23,84.93,4.75,83.55,1
707,2,2022-12-09,20923,18.96,33.24,0.0,0.132,68.19,84.93,2.9,85.01,1
708,2,2022-12-10,20955,-1.82,45.39,0.0,0.116,68.17,84.91,5.07,86.18,1
709,2,2022-12-11,21007,24.37,42.78,0.0,0.091,68.09,84.87,6.56,86.55,1
710,2,2022-12-12,21075,-3.57,21.29,0.0,0.059,68.04,84.86,10.31,86.12,1
711,2,2022-12-13,21149,15.66,54.7,0.0,0.023,68.03,84.84,6.59,86.39,1
712,2,2022-12-14,21200,4.94,33.51,0.0,0.0,68.0,84.81,3.2,83.54,1
713,2,2022-12-15,21286,8.39,27.04,0.0,0.0,67.95,84.8,5.76,86.38,1
714,2,2022-12-16,21338,16.02,80.26,0.0,0.0,67.89,84.78,3.7,86.56,1
715,2,2022-12-17,21383,31.68,33.66,0.0,0.0,67.82,84.75,2.22,85.61,1
716,2,2022-12-18,21480,2.85,53.56,0.0,0.0,67.77,84.72,5.19,86.22,1
717,2,2022-12-19,21532,31.65,68.87,0.0,0.0,67.72,84.73,4.7,87.2,1
718,2,2022-12-20,21579,7.15,29.68,0.0,0.0,67.66,84.71,5.86,86.97,1
719,2,2022-12-21,21654,-1.49,39.02,0.0,0.0,67.61,84.72,3.71,86.88,1
720,2,2022-12-22,21706,24.07,37.75,0.0,0.0,67.57,84.69,6.49,85.54,1
721,2,2022-12-23,21734,-7.18,45.86,0.0,0.0,67.54,84.66,4.52,87.38,1
722,2,2022-12-24,21800,3.61,46.89,0.0,0.0,67.5,84.64,5.99,85.79,1
723,2,2022-12-25,21821,31.54,40.47,0.0,0.0,67.48,84.62,5.28,86.87,1
724,2,2022-12-26,21896,-4.74,60.09,0.0,0.0,67.45,84.58,5.07,84.9,1
725,2,2022-12-27,21952,16.43,76.74,0.0,0.0,67.38,84.56,6.37,84.16,1
726,2,2022-12-28,22035,-2.59,72.24,0.0,0.0,67.33,84.53,7.76,87.1,1
727,2,2022-12-29,22063,8.56,70.41,0.0,0.0,67.29,84.5,5.33,88.1,1
728,2,2022-12-30,22137,-6.29,33.44,0.0,0.0,67.23,84.49,3.19,85.84,1
729,2,2022-12-31,22174,29.33,41.88,0.0,0.0,67.17,84.46,5.84,87.67,1
730,3,2022-01-01,2348,-8.05,64.7,7.494,11.506,96.79,89.44,5.28,73.56,0
731,3,2022-01-02,2417,22.53,82.28,7.425,11.472,96.73,89.42,6.89,71.77,0
732,3,2022-01-03,2491,38.72,23.24,7.353,11.435,96.68,89.38,3.77,70.64,0
733,3,2022-01-04,2553,19.59,25.06,7.289,11.404,96.62,89.35,4.44,73.75,0
734,3,2022-01-05,2641,22.11,22.69,7.203,11.361,96.57,89.33,6.52,72.23,0
735,3,2022-01-06,2692,10.76,73.54,7.15,11.335,96.48,89.28,8.08,72.24,0
736,3,2022-01-07,2714,38.23,25.15,7.128,11.325,96.4,89.26,1.45,71.79,0
737,3,2022-01-08,2773,-1.53,63.46,7.07,11.295,96.34,89.24,3.33,73.57,0
738,3,2022-01-09,2869,24.48,44.08,6.976,11.246,96.25,89.22,7.44,72.01,0
739,3,2022-01-10,2948,-8.33,45.67,6.896,11.208,96.22,89.19,4.0,72.05,0
740,3,2022-01-11,2999,10.37,32.42,6.844,11.182,96.16,89.17,8.29,74.46,0
741,3,2022-01-12,3020,-2.94,20.06,6.823,11.173,96.12,89.15,2.73,72.29,0
742,3,2022-01-13,3071,26.8,41.09,6.774,11.149,96.04,89.13,5.1,72.98,0
743,3,2022-01-14,3151,18.25,66.88,6.691,11.107,95.98,89.11,7.95,72.15,0
744,3,2022-01-15,3232,32.02,65.36,6.608,11.067,95.92,89.09,6.5,71.23,0
745,3,2022-01-16,3296,21.53,72.47,6.55,11.034,95.91,89.07,7.66,74.25,0
746,3,2022-01-17,3318,0.97,50.02,6.53,11.022,95.85,89.06,8.94,71.54,0
747,3,2022-01-18,3368,5.92,46.69,6.478,10.997,95.8,89.05,5.18,70.54,0
748,3,2022-01-19,3448,2.67,85.84,6.398,10.957,95.75,89.02,5.92,73.87,0
749,3,2022-01-20,3478,32.74,85.07,6.366,10.944,95.72,89.01,9.48,71.2,0
750,3,2022-01-21,3575,24.59,46.81,6.272,10.896,95.69,88.98,6.79,72.63,0
751,3,2022-01-22,3612,1.42,80.65,6.233,10.879,95.65,88.95,-0.43,72.03,0
752,3,2022-01-23,3711,10.53,36.19,6.134,10.83,95.63,88.95,4.43,70.9,0
753,3,2022-01-24,3738,39.22,40.84,6.106,10.815,95.56,88.94,2.06,71.88,0
754,3,2022-01-25,3783,9.43,49.12,6.056,10.795,95.52,88.92,1.79,71.31,0
755,3,2022-01-26,3829,10.01,30.53,6.011,10.77,95.45,88.9,4.83,74.16,0
756,3,2022-01-27,3899,2.88,81.94,5.939,10.734,95.41,88.88,2.77,71.27,0
757,3,2022-01-28,3998,30.55,26.13,5.841,10.684,95.37,88.86,3.49,72.67,0
758,3,2022-01-29,4088,-4.31,48.77,5.752,10.638,95.31,88.84,5.74,72.84,0
759,3,2022-01-30,4176,-1.56,77.53,5.665,10.595,95.27,88.83,5.17,71.77,0
760,3,2022-01-31,4212,22.39,34.67,5.631,10.577,95.19,88.8,4.68,72.71,0
761,3,2022-02-01,4310,37.51,24.43,5.531,10.528,95.12,88.79,1.9,73.0,0
762,3,2022-02-02,4373,39.1,82.85,5.468,10.497,95.09,88.77,5.07,73.36,0
763,3,2022-02-03,4433,-2.31,84.52,5.406,10.466,95.06,88.75,2.92,73.17,0
764,3,2022-02-04,4515,11.93,74.74,5.325,10.424,95.02,88.73,6.14,72.75,0
765,3,2022-02-05,4600,20.43,59.19,5.242,10.382,94.96,88.71,5.61,71.97,0
766,3,2022-02-06,4645,24.36,26.7,5.197,10.36,94.9,88.7,5.32,72.14,0
767,3,2022-02-07,4736,32.15,47.92,5.101,10.315,94.83,88.68,7.47,72.58,0
768,3,2022-02-08,4807,30.07,48.74,5.032,10.279,94.81,88.64,5.7,72.87,0
769,3,2022-02-09,4836,32.55,74.4,5.004,10.265,94.75,88.62,6.55,73.24,0
770,3,2022-02-10,4931,3.57,53.01,4.907,10.216,94.73,88.61,4.77,71.05,0
771,3,2022-02-11,5002,17.59,64.22,4.84,10.182,94.69,88.59,3.96,72.29,0
772,3,2022-02-12,5084,25.77,24.84,4.759,10.14,94.61,88.55,4.51,70.39,0
773,3,2022-02-13,5112,5.69,29.93,4.73,10.126,94.53,88.56,7.23,72.47,0
774,3,2022-02-14,5208,1.49,36.78,4.63,10.08,94.48,88.53,4.49,71.42,0
775,3,2022-02-15,5303,19.24,77.14,4.536,10.032,94.43,88.5,4.95,71.36,0
776,3,2022-02-16,5336,27.12,73.93,4.503,10.016,94.38,88.48,7.39,71.97,0
777,3,2022-02-17,5409,5.64,77.88,4.433,9.979,94.34,88.46,2.42,73.75,0
778,3,2022-02-18,5489,-9.99,28.89,4.353,9.94,94.26,88.42,7.93,72.75,0
779,3,2022-02-19,5517,-3.32,41.74,4.327,9.924,94.21,88.39,4.09,72.8,0
780,3,2022-02-20,5606,17.56,69.61,4.237,9.88,94.19,88.38,7.61,73.04,0
781,3,2022-02-21,5676,-4.84,86.01,4.166,9.846,94.16,88.37,4.57,71.9,0
782,3,2022-02-22,5749,14.05,46.34,4.093,9.81,94.14,88.36,6.01,73.46,0
783,3,2022-02-23,5825,14.32,40.89,4.018,9.772,94.1,88.34,5.07,73.69,0
784,3,2022-02-24,5861,8.24,81.14,3.984,9.754,94.06,88.34,5.95,74.46,0
785,3,2022-02-25,5886,24.45,59.69,3.959,9.742,94.02,88.3,4.9,73.65,0
786,3,2022-02-26,5912,33.75,76.76,3.937,9.728,93.91,88.28,2.73,72.01,0
787,3,2022-02-27,5985,26.67,80.99,3.865,9.693,93.88,88.26,5.75,73.12,0
788,3,2022-02-28,6056,28.07,49.64,3.795,9.659,93.82,88.23,5.22,72.18,0
789,3,2022-03-01,6079,25.14,75.49,3.77,9.648,93.78,88.19,2.88,74.51,0
790,3,2022-03-02,6133,23.39,22.84,3.718,9.62,93.74,88.17,5.1,73.34,0
791,3,2022-03-03,6183,29.68,25.99,3.666,9.595,93.69,88.15,8.29,74.67,0
792,3,2022-03-04,6256,14.01,77.1,3.593,9.557,93.66,88.12,2.64,73.57,0
793,3,2022-03-05,6294,1.29,21.76,3.553,9.539,93.61,88.09,6.0,73.2,0
794,3,2022-03-06,6382,24.66,24.96,3.463,9.495,93.58,88.06,4.97,72.81,0
795,3,2022-03-07,6406,15.69,36.82,3.44,9.484,93.53,88.07,1.5,73.06,0
796,3,2022-03-08,6428,-8.54,62.36,3.417,9.473,93.48,88.04,5.79,72.51,0
797,3,2022-03-09,6500,0.3,50.89,3.345,9.436,93.42,88.01,4.39,74.64,0
798,3,2022-03-10,6591,29.29,52.37,3.255,9.391,93.34,87.97,6.24,73.71,0
799,3,2022-03-11,6626,-5.1,50.54,3.223,9.373,93.31,87.96,3.7,73.39,0
800,3,2022-03-12,6661,-2.07,76.89,3.189,9.358,93.23,87.94,7.86,73.12,0
801,3,2022-03-13,6745,20.92,27.92,3.101,9.316,93.16,87.89,1.3,73.14,0
802,3,2022-03-14,6803,3.87,55.02,3.042,9.289,93.1,87.88,4.1,74.1,0
803,3,2022-03-15,6886,14.58,88.29,2.959,9.25,93.09,87.85,6.69,72.84,1
804,3,2022-03-16,6950,8.35,42.19,2.896,9.217,93.04,87.83,3.59,73.36,1
805,3,2022-03-17,7037,-9.92,56.63,2.811,9.173,92.96,87.81,5.47,72.39,1
806,3,2022-03-18,7126,2.68,35.96,2.723,9.13,92.92,87.79,5.76,72.23,1
807,3,2022-03-19,7173,-6.8,80.37,2.677,9.108,92.87,87.77,1.84,72.97,1
808,3,2022-03-20,7217,0.34,65.78,2.632,9.087,92.84,87.76,6.08,73.28,1
809,3,2022-03-21,7249,21.81,71.15,2.602,9.07,92.79,87.74,6.67,72.97,1
810,3,2022-03-22,7295,39.78,37.69,2.555,9.047,92.74,87.71,5.51,75.64,1
811,3,2022-03-23,7343,29.1,30.9,2.505,9.022,92.69,87.7,3.69,73.11,1
812,3,2022-03-24,7402,30.52,29.45,2.448,8.994,92.66,87.68,9.26,74.73,1
813,3,2022-03-25,7480,36.35,66.56,2.371,8.954,92.6,87.66,7.27,73.55,1
814,3,2022-03-26,7556,-7.58,30.4,2.298,8.917,92.57,87.65,7.91,73.66,1
815,3,2022-03-27,7583,23.07,27.55,2.269,8.903,92.5,87.61,7.87,74.03,1
816,3,2022-03-28,7663,17.07,42.67,2.187,8.862,92.46,87.59,5.56,74.82,1
817,3,2022-03-29,7697,6.77,77.11,2.156,8.847,92.4,87.58,1.57,72.22,1
818,3,2022-03-30,7779,23.98,24.7,2.076,8.807,92.37,87.54,3.66,74.76,1
819,3,2022-03-31,7803,-6.04,54.15,2.055,8.795,92.35,87.53,3.0,72.9,1
820,3,2022-04-01,7865,33.05,24.89,1.991,8.765,92.32,87.52,4.04,72.96,1
821,3,2022-04-02,7901,-4.7,21.31,1.953,8.747,92.27,87.49,6.82,74.31,1
822,3,2022-04-03,7951,-9.52,48.2,1.905,8.724,92.22,87.47,6.4,74.44,1
823,3,2022-04-04,7992,33.97,54.14,1.866,8.703,92.15,87.44,6.65,73.76,1
824,3,2022-04-05,8073,39.66,27.43,1.785,8.662,92.1,87.41,3.46,74.23,1
825,3,2022-04-06,8095,32.23,60.77,1.766,8.65,92.06,87.38,7.24,75.17,1
826,3,2022-04-07,8149,1.07,22.44,1.711,8.623,91.96,87.37,7.34,74.39,1
827,3,2022-04-08,8181,11.25,39.28,1.679,8.604,91.9,87.35,1.63,75.67,1
828,3,2022-04-09,8258,22.56,73.76,1.601,8.567,91.87,87.35,2.15,74.24,1
829,3,2022-04-10,8312,-2.21,81.63,1.546,8.541,91.82,87.35,3.98,74.14,1
830,3,2022-04-11,8350,-1.48,54.98,1.508,8.52,91.78,87.32,1.74,75.17,1
831,3,2022-04-12,8408,19.27,42.1,1.45,8.492,91.75,87.29,5.02,73.82,1
832,3,2022-04-13,8499,20.29,87.4,1.354,8.448,91.73,87.28,5.06,72.41,1
833,3,2022-04-14,8558,27.2,55.23,1.295,8.416,91.66,87.26,6.34,74.64,1
834,3,2022-04-15,8614,-6.81,22.21,1.237,8.387,91.61,87.24,5.82,75.3,1
835,3,2022-04-16,8693,23.29,34.96,1.16,8.348,91.56,87.2,-0.56,73.19,1
836,3,2022-04-17,8747,-3.96,49.83,1.109,8.323,91.51,87.19,2.62,74.26,1
837,3,2022-04-18,8813,-4.81,28.65,1.041,8.289,91.44,87.18,4.12,75.34,1
838,3,2022-04-19,8895,0.67,46.95,0.959,8.249,91.38,87.16,5.84,73.85,1
839,3,2022-04-20,8960,29.6,28.9,0.892,8.217,91.33,87.12,5.08,73.79,1
840,3,2022-04-21,8984,25.24,43.74,0.867,8.205,91.29,87.11,4.14,75.16,1
841,3,2022-04-22,9011,22.94,59.65,0.84,8.192,91.24,87.09,9.66,74.55,1
842,3,2022-04-23,9096,7.82,42.64,0.763,8.149,91.18,87.07,0.75,74.31,1
843,3,2022-04-24,9187,-2.65,58.65,0.672,8.103,91.14,87.06,7.21,74.12,1
844,3,2022-04-25,9250,7.31,65.82,0.609,8.072,91.09,87.06,6.28,73.13,1
845,3,2022-04-26,9323,5.07,87.76,0.536,8.036,91.03,87.06,5.56,75.64,1
846,3,2022-04-27,9380,-6.92,65.88,0.478,8.008,90.98,87.05,6.54,74.66,1
847,3,2022-04-28,9433,-7.54,60.14,0.425,7.981,90.93,87.04,5.08,73.82,1
848,3,2022-04-29,9496,14.83,30.09,0.362,7.95,90.84,87.03,4.78,73.63,1
849,3,2022-04-30,9561,1.94,78.49,0.298,7.915,90.75,87.0,6.31,74.39,1
850,3,2022-05-01,9585,-3.3,67.01,0.274,7.903,90.7,86.99,0.84,75.32,1
851,3,2022-05-02,9619,-9.64,24.26,0.243,7.886,90.67,86.97,4.07,75.47,1
852,3,2022-05-03,9710,19.93,55.2,0.153,7.84,90.62,86.95,5.1,74.77,1
853,3,2022-05-04,9807,27.77,62.47,0.053,7.79,90.57,86.93,6.75,75.45,1
854,3,2022-05-05,9887,33.62,35.09,0.0,7.749,90.5,86.88,5.21,74.32,1
855,3,2022-05-06,9920,31.4,31.03,0.0,7.732,90.46,86.87,7.09,76.37,1
856,3,2022-05-07,10000,22.18,26.16,0.0,7.691,90.42,86.85,3.79,75.59,1
857,3,2022-05-08,10032,0.76,77.78,0.0,7.676,90.35,86.84,5.02,74.73,1
858,3,2022-05-09,10093,6.96,42.59,0.0,7.646,90.28,86.83,6.03,73.72,1
859,3,2022-05-10,10121,22.73,86.79,0.0,7.63,90.26,86.8,4.74,74.08,1
860,3,2022-05-11,10217,17.72,43.01,0.0,7.581,90.19,86.77,6.6,76.96,1
861,3,2022-05-12,10314,-9.43,68.76,0.0,7.531,90.2,86.74,7.77,75.99,1
