,car_id,date,env_temperature,env_humidity,tire_thickness_mm,brake_pad_thickness_mm,vibration_level,maintenance_needed
5539,6,2023-06-24,36.71,65.64,0.0,8.373,5.26,0
5540,6,2023-06-25,24.67,21.4,0.0,8.349,5.49,0
5541,6,2023-06-26,-2.39,32.34,0.0,8.314,5.32,0
5542,6,2023-06-27,39.06,65.0,0.0,8.298,3.09,0
5543,6,2023-06-28,7.52,40.86,0.0,8.266,1.29,0
5544,6,2023-06-29,22.42,53.8,0.0,8.24,5.26,0
5545,6,2023-06-30,-1.87,87.63,0.0,8.218,3.51,0
5546,6,2023-07-01,24.32,31.47,0.0,8.198,4.51,0
5547,6,2023-07-02,16.51,23.82,0.0,8.159,5.04,0
5548,6,2023-07-03,24.24,40.88,0.0,8.123,6.71,0
5549,6,2023-07-04,26.61,30.05,0.0,8.11,1.14,0
5550,6,2023-07-05,27.49,82.67,0.0,8.062,6.97,0
5551,6,2023-07-06,34.91,41.43,0.0,8.03,6.24,0
5552,6,2023-07-07,16.23,85.11,0.0,8.003,5.44,0
5553,6,2023-07-08,22.68,54.46,0.0,7.993,5.48,0
5554,6,2023-07-09,37.93,36.66,0.0,7.973,3.77,0
5555,6,2023-07-10,21.77,21.97,0.0,7.956,4.97,0
5556,6,2023-07-11,-1.51,40.08,0.0,7.941,3.46,0
5557,6,2023-07-12,-3.87,42.72,0.0,7.932,5.07,0
5558,6,2023-07-13,35.29,53.58,0.0,7.922,3.85,0
5559,6,2023-07-14,-0.6,28.2,0.0,7.895,4.54,0
5560,6,2023-07-15,25.34,47.33,0.0,7.883,3.0,0
5561,6,2023-07-16,-9.85,68.44,0.0,7.866,6.63,0
5562,6,2023-07-17,27.5,45.52,0.0,7.849,6.77,0
5563,6,2023-07-18,-9.8,25.2,0.0,7.832,7.46,1
5564,6,2023-07-19,24.47,34.47,0.0,7.82,7.26,0
5565,6,2023-07-20,28.45,44.09,0.0,7.804,6.41,0
5566,6,2023-07-21,25.7,27.57,0.0,7.777,4.39,0
5567,6,2023-07-22,28.87,64.56,0.0,7.735,5.4,0
5568,6,2023-07-23,28.28,74.29,0.0,7.719,2.74,0
5569,6,2023-07-24,27.64,20.53,0.0,7.672,3.01,0
5570,6,2023-07-25,35.7,79.69,0.0,7.629,4.69,0
5571,6,2023-07-26,30.24,20.75,0.0,7.608,2.98,0
5572,6,2023-07-27,37.04,70.43,0.0,7.579,5.86,0
5573,6,2023-07-28,1.43,39.64,0.0,7.557,5.03,0
5574,6,2023-07-29,8.75,72.78,0.0,7.546,2.61,0
5575,6,2023-07-30,22.67,48.69,0.0,7.511,7.9,0
5576,6,2023-07-31,11.39,56.34,0.0,7.473,6.1,0
5577,6,2023-08-01,-1.39,21.31,0.0,7.445,5.67,0
5578,6,2023-08-02,7.74,71.74,0.0,7.429,4.64,0
5579,6,2023-08-03,21.02,66.32,0.0,7.39,1.1,0
5580,6,2023-08-04,-8.22,74.8,0.0,7.34,5.48,0
5581,6,2023-08-05,-9.0,51.55,0.0,7.297,3.74,0
5582,6,2023-08-06,4.0,24.9,0.0,7.249,4.76,0
5583,6,2023-08-07,39.23,83.76,0.0,7.203,4.39,0
5584,6,2023-08-08,23.69,64.58,0.0,7.16,1.27,0
5585,6,2023-08-09,10.91,80.37,0.0,7.149,3.29,0
5586,6,2023-08-10,13.72,86.15,0.0,7.107,6.89,0
5587,6,2023-08-11,5.56,87.22,0.0,7.077,4.6,0
5588,6,2023-08-12,22.71,81.17,0.0,7.044,7.38,0
5589,6,2023-08-13,7.02,64.08,0.0,7.016,5.26,0
5590,6,2023-08-14,20.49,64.63,0.0,6.98,4.19,0
5591,6,2023-08-15,12.07,72.2,0.0,6.941,3.15,0
5592,6,2023-08-16,3.66,39.55,0.0,6.899,6.34,0
5593,6,2023-08-17,-1.95,69.22,0.0,6.862,4.81,0
5594,6,2023-08-18,26.21,47.36,0.0,6.836,6.63,0
5595,6,2023-08-19,11.01,59.35,0.0,6.823,5.52,0
5596,6,2023-08-20,12.6,26.2,0.0,6.811,4.74,0
5597,6,2023-08-21,1.42,88.42,0.0,6.789,5.28,0
5598,6,2023-08-22,35.65,22.35,0.0,6.76,7.43,0
5599,6,2023-08-23,32.28,74.67,0.0,6.72,4.7,0
5600,6,2023-08-24,-9.28,50.27,0.0,6.675,6.19,0
5601,6,2023-08-25,16.53,66.4,0.0,6.626,3.21,0
5602,6,2023-08-26,22.04,43.79,0.0,6.607,0.86,0
5603,6,2023-08-27,5.78,27.86,0.0,6.589,4.81,0
5604,6,2023-08-28,1.12,71.5,0.0,6.545,5.88,0
5605,6,2023-08-29,34.4,86.59,0.0,6.511,6.35,0
5606,6,2023-08-30,35.79,80.45,0.0,6.469,4.09,0
5607,6,2023-08-31,21.01,56.59,0.0,6.45,4.9,0
5608,6,2023-09-01,32.78,48.9,0.0,6.424,3.94,0
5609,6,2023-09-02,4.69,64.46,0.0,6.375,8.5,0
5610,6,2023-09-03,12.2,73.71,0.0,6.361,4.39,0
5611,6,2023-09-04,16.73,44.71,0.0,6.314,4.96,0
5612,6,2023-09-05,12.83,58.31,0.0,6.288,5.74,0
5613,6,2023-09-06,26.22,65.74,0.0,6.268,6.54,0
5614,6,2023-09-07,38.55,36.41,0.0,6.232,4.16,0
5615,6,2023-09-08,-3.3,85.63,0.0,6.186,8.44,0
5616,6,2023-09-09,15.61,54.3,0.0,6.161,6.66,0
5617,6,2023-09-10,12.83,22.24,0.0,6.128,5.3,0
5618,6,2023-09-11,16.97,81.89,0.0,6.11,7.01,0
5619,6,2023-09-12,3.21,59.21,0.0,6.068,4.41,0
5620,6,2023-09-13,4.64,38.7,0.0,6.046,5.68,0
5621,6,2023-09-14,16.64,45.39,0.0,6.001,5.53,0
5622,6,2023-09-15,-7.7,77.45,0.0,5.991,7.51,1
5623,6,2023-09-16,6.25,77.3,0.0,10.514,7.25,0
5624,6,2023-09-17,32.3,57.92,0.0,10.496,4.28,0
5625,6,2023-09-18,25.19,51.85,0.0,10.474,2.35,0
5626,6,2023-09-19,33.24,66.39,0.0,10.431,3.05,0
5627,6,2023-09-20,29.5,83.98,0.0,10.417,7.47,0
5628,6,2023-09-21,26.24,60.03,0.0,10.366,4.96,0
5629,6,2023-09-22,3.6,47.15,0.0,10.33,5.43,0
5630,6,2023-09-23,3.16,89.78,0.0,10.297,5.38,0
5631,6,2023-09-24,14.7,39.02,0.0,10.279,-0.28,0
5632,6,2023-09-25,7.43,58.04,0.0,10.244,1.42,0
5633,6,2023-09-26,23.55,80.29,0.0,10.199,4.03,0
5634,6,2023-09-27,1.25,51.78,0.0,10.174,2.34,0
5635,6,2023-09-28,-4.46,51.77,0.0,10.128,4.51,0
5636,6,2023-09-29,7.54,36.91,0.0,10.112,4.41,0
5637,6,2023-09-30,32.36,25.64,0.0,10.092,4.22,0
5638,6,2023-10-01,-0.01,88.64,0.0,10.079,5.72,0
5639,6,2023-10-02,3.86,77.48,0.0,10.066,5.05,0
5640,6,2023-10-03,11.9,60.58,0.0,10.018,4.03,0
5641,6,2023-10-04,14.67,42.01,0.0,9.998,6.21,0
5642,6,2023-10-05,16.65,54.36,0.0,9.958,7.21,0
5643,6,2023-10-06,6.9,21.98,0.0,9.909,6.42,1
5644,6,2023-10-07,32.66,44.22,0.0,9.87,6.24,0
5645,6,2023-10-08,18.53,53.38,0.0,9.838,6.28,0
5646,6,2023-10-09,-9.02,21.15,0.0,9.808,4.15,0
5647,6,2023-10-10,8.26,87.33,0.0,9.773,6.21,0
5648,6,2023-10-11,6.96,82.6,0.0,9.759,5.81,0
5649,6,2023-10-12,11.61,30.93,0.0,9.719,3.75,0
5650,6,2023-10-13,25.55,76.59,0.0,9.669,5.78,0
5651,6,2023-10-14,-8.58,54.64,0.0,9.625,1.83,0
5652,6,2023-10-15,-2.76,30.9,0.0,9.586,-0.3,0
5653,6,2023-10-16,21.77,56.33,0.0,9.565,3.64,0
5654,6,2023-10-17,9.51,76.99,0.0,9.54,0.69,0
5655,6,2023-10-18,-8.85,46.66,0.0,9.495,7.74,0
5656,6,2023-10-19,-6.76,60.24,0.0,9.46,1.93,0
5657,6,2023-10-20,25.14,64.83,0.0,9.438,2.91,0
5658,6,2023-10-21,11.6,32.79,0.0,9.407,5.38,0
5659,6,2023-10-22,-5.25,31.83,0.0,9.383,2.99,0
5660,6,2023-10-23,35.73,78.13,0.0,9.35,5.33,0
5661,6,2023-10-24,13.57,50.13,0.0,9.338,3.42,0
5662,6,2023-10-25,12.97,27.95,0.0,9.318,2.29,0
5663,6,2023-10-26,10.9,64.05,0.0,9.291,0.74,0
5664,6,2023-10-27,14.57,82.93,0.0,9.247,6.21,0
5665,6,2023-10-28,17.67,42.4,0.0,9.204,4.06,0
5666,6,2023-10-29,17.19,44.17,0.0,9.165,4.85,0
5667,6,2023-10-30,30.92,79.71,0.0,9.125,3.3,0
5668,6,2023-10-31,31.27,65.39,0.0,9.103,5.15,0
5669,6,2023-11-01,13.5,40.33,0.0,9.07,4.81,0
5670,6,2023-11-02,11.21,65.07,0.0,9.027,7.89,0
5671,6,2023-11-03,13.91,49.23,0.0,8.979,6.17,0
5672,6,2023-11-04,0.08,70.2,0.0,8.948,3.31,0
5673,6,2023-11-05,17.28,60.15,0.0,8.925,6.45,0
5674,6,2023-11-06,7.2,82.2,0.0,8.904,2.4,0
5675,6,2023-11-07,28.42,74.93,0.0,8.884,4.47,0
5676,6,2023-11-08,14.99,87.42,0.0,8.87,6.45,0
5677,6,2023-11-09,8.27,32.93,0.0,8.843,5.75,0
5678,6,2023-11-10,33.88,84.11,0.0,8.808,2.35,0
5679,6,2023-11-11,29.9,72.69,0.0,8.782,7.4,0
5680,6,2023-11-12,36.7,65.82,0.0,8.75,6.86,0
5681,6,2023-11-13,9.09,55.33,0.0,8.731,0.86,0
5682,6,2023-11-14,10.48,59.81,0.0,8.692,3.92,0
5683,6,2023-11-15,-0.04,42.0,0.0,8.676,5.62,0
5684,6,2023-11-16,18.31,34.66,0.0,8.635,9.25,0
5685,6,2023-11-17,-9.46,52.52,0.0,8.61,1.93,0
5686,6,2023-11-18,13.25,62.73,0.0,8.591,4.27,0
5687,6,2023-11-19,38.66,63.68,0.0,8.552,6.3,0
5688,6,2023-11-20,36.83,80.29,0.0,8.517,4.32,0
5689,6,2023-11-21,-9.39,69.93,0.0,8.49,6.37,0
5690,6,2023-11-22,-2.65,89.61,0.0,8.469,6.8,0
5691,6,2023-11-23,33.37,21.93,0.0,8.443,2.91,0
5692,6,2023-11-24,19.53,48.06,0.0,8.41,2.22,0
5693,6,2023-11-25,0.41,44.7,0.0,8.365,4.1,0
5694,6,2023-11-26,-3.07,38.17,0.0,8.325,5.18,0
5695,6,2023-11-27,6.01,26.01,0.0,8.286,8.24,0
5696,6,2023-11-28,10.79,71.36,0.0,8.258,3.09,0
5697,6,2023-11-29,8.46,83.07,0.0,8.231,6.53,0
5698,6,2023-11-30,15.28,79.81,0.0,8.201,6.33,0
5699,6,2023-12-01,39.47,75.22,0.0,8.19,7.79,1
5700,6,2023-12-02,-9.3,38.79,0.0,8.154,4.75,0
5701,6,2023-12-03,5.06,68.52,0.0,8.103,1.6,0
5702,6,2023-12-04,-6.0,44.53,0.0,8.056,3.68,0
5703,6,2023-12-05,5.02,72.85,0.0,8.037,0.65,0
5704,6,2023-12-06,15.92,35.18,0.0,8.008,6.92,0
5705,6,2023-12-07,36.0,30.77,0.0,7.995,5.66,0
5706,6,2023-12-08,-2.99,33.98,0.0,7.96,4.87,0
5707,6,2023-12-09,10.07,28.23,0.0,7.926,3.43,0
5708,6,2023-12-10,21.27,89.74,0.0,7.885,7.39,0
5709,6,2023-12-11,9.25,52.76,0.0,7.838,3.23,0
5710,6,2023-12-12,6.3,77.38,0.0,7.825,3.18,0
5711,6,2023-12-13,37.82,63.97,0.0,7.806,2.89,0
5712,6,2023-12-14,28.33,80.92,0.0,7.786,2.45,0
5713,6,2023-12-15,-0.59,67.11,0.0,7.74,5.51,0
5714,6,2023-12-16,5.28,55.38,0.0,7.704,5.03,0
5715,6,2023-12-17,29.87,32.07,0.0,7.689,5.85,0
5716,6,2023-12-18,29.51,80.72,0.0,7.664,5.92,0
5717,6,2023-12-19,1.26,45.12,0.0,7.637,8.96,0
5718,6,2023-12-20,30.68,59.89,0.0,7.61,4.0,0
5719,6,2023-12-21,37.43,89.49,0.0,7.569,2.7,0
5720,6,2023-12-22,12.24,63.07,0.0,7.521,4.97,0
5721,6,2023-12-23,1.55,56.79,0.0,7.496,7.92,0
5722,6,2023-12-24,20.67,72.51,0.0,7.459,4.36,0
5723,6,2023-12-25,19.12,27.33,0.0,7.438,1.98,0
5724,6,2023-12-26,36.38,25.26,0.0,7.42,3.93,0
5725,6,2023-12-27,6.81,23.78,0.0,7.395,5.67,0
5726,6,2023-12-28,28.44,39.75,0.0,7.365,3.14,0
5727,6,2023-12-29,32.06,43.94,0.0,7.35,4.49,0
5728,6,2023-12-30,14.34,60.72,0.0,7.323,3.58,0
5729,6,2023-12-31,15.4,65.01,0.0,7.281,4.83,0
5730,6,2024-01-01,12.7,52.52,0.0,7.255,1.42,0
5731,6,2024-01-02,20.02,89.06,0.0,7.222,5.44,0
5732,6,2024-01-03,-0.1,73.81,0.0,7.192,3.0,0
5733,6,2024-01-04,-4.84,50.51,0.0,7.145,4.64,0
5734,6,2024-01-05,12.85,61.57,0.0,7.103,4.62,0
5735,6,2024-01-06,-4.74,39.76,0.0,7.091,4.65,0
5736,6,2024-01-07,6.24,26.32,0.0,7.045,3.2,0
5737,6,2024-01-08,-5.3,85.28,0.0,7.034,5.94,0
5738,6,2024-01-09,7.44,54.38,0.0,7.023,1.85,0
5739,6,2024-01-10,8.03,63.21,0.0,7.0,7.9,0
5740,6,2024-01-11,14.15,67.51,0.0,6.978,3.38,0
5741,6,2024-01-12,18.74,68.15,0.0,6.95,5.69,0
5742,6,2024-01-13,14.79,78.41,0.0,6.916,7.38,0
5743,6,2024-01-14,36.45,85.29,0.0,6.867,3.89,0
5744,6,2024-01-15,39.23,77.99,0.0,6.82,4.36,0
5745,6,2024-01-16,35.01,82.89,0.0,6.774,5.06,0
5746,6,2024-01-17,-9.9,54.9,0.0,6.732,3.77,0
5747,6,2024-01-18,27.0,38.85,0.0,6.685,3.39,0
5748,6,2024-01-19,17.02,26.48,0.0,6.654,5.01,0
5749,6,2024-01-20,7.85,89.11,0.0,6.624,7.45,0
5750,6,2024-01-21,0.72,22.86,0.0,6.594,5.9,0
5751,6,2024-01-22,14.05,28.72,0.0,6.545,10.35,0
5752,6,2024-01-23,27.79,80.76,0.0,6.507,5.16,0
5753,6,2024-01-24,-4.82,73.39,0.0,6.46,5.53,0
5754,6,2024-01-25,5.91,40.04,0.0,6.438,6.39,0
5755,6,2024-01-26,7.57,51.62,0.0,6.424,5.78,0
5756,6,2024-01-27,28.41,69.85,0.0,6.41,7.84,0
5757,6,2024-01-28,27.74,27.49,0.0,6.366,9.95,0
5758,6,2024-01-29,-9.56,25.19,0.0,6.32,5.09,0
5759,6,2024-01-30,13.64,63.2,0.0,6.299,3.98,0
5760,6,2024-01-31,20.1,23.77,0.0,6.258,6.14,0
5761,6,2024-02-01,20.71,59.99,0.0,6.21,5.67,0
5762,6,2024-02-02,28.92,69.06,0.0,6.199,6.75,0
5763,6,2024-02-03,7.94,60.22,0.0,6.173,4.85,0
5764,6,2024-02-04,27.91,52.0,0.0,6.151,5.23,0
5765,6,2024-02-05,32.28,49.13,0.0,6.125,2.0,0
5766,6,2024-02-06,-2.52,33.73,0.0,6.079,7.39,0
5767,6,2024-02-07,30.95,73.02,0.0,6.068,3.78,0
5768,6,2024-02-08,-9.5,45.08,0.0,6.036,4.4,0
5769,6,2024-02-09,26.16,44.51,0.0,5.997,4.9,1
5770,6,2024-02-10,18.97,77.38,0.0,9.84,0.99,0
5771,6,2024-02-11,-0.41,45.88,0.0,9.796,5.21,0
5772,6,2024-02-12,17.24,81.18,0.0,9.764,4.44,0
5773,6,2024-02-13,-0.65,76.49,0.0,9.732,3.2,0
5774,6,2024-02-14,39.51,42.84,0.0,9.704,2.15,0
5775,6,2024-02-15,-9.23,20.19,0.0,9.684,5.9,0
5776,6,2024-02-16,22.9,72.85,0.0,9.645,2.65,0
5777,6,2024-02-17,-9.86,64.16,0.0,9.608,9.44,0
5778,6,2024-02-18,11.91,74.41,0.0,9.568,7.3,0
5779,6,2024-02-19,1.89,78.67,0.0,9.553,3.36,0
5780,6,2024-02-20,-8.19,47.13,0.0,9.534,7.85,0
5781,6,2024-02-21,34.9,56.64,0.0,9.524,4.22,0
5782,6,2024-02-22,31.58,85.22,0.0,9.507,4.28,0
5783,6,2024-02-23,16.67,35.37,0.0,9.457,3.74,0
5784,6,2024-02-24,22.03,79.43,0.0,9.436,0.78,0
5785,6,2024-02-25,27.56,86.7,0.0,9.394,7.39,0
5786,6,2024-02-26,39.23,41.59,0.0,9.363,7.8,0
5787,6,2024-02-27,8.62,34.17,0.0,9.327,6.43,1
5788,6,2024-02-28,14.41,34.94,0.0,9.305,1.7,0
5789,6,2024-02-29,13.32,35.58,0.0,9.263,3.79,0
5790,6,2024-03-01,15.16,22.8,0.0,9.245,5.01,0
5791,6,2024-03-02,36.22,24.01,0.0,9.213,5.23,0
5792,6,2024-03-03,9.07,85.21,0.0,9.164,7.99,0
5793,6,2024-03-04,12.21,41.97,0.0,9.149,0.54,0
5794,6,2024-03-05,-4.59,47.32,0.0,9.11,9.26,0
5795,6,2024-03-06,19.58,80.79,0.0,9.102,5.74,0
5796,6,2024-03-07,34.43,26.53,0.0,9.088,5.18,0
5797,6,2024-03-08,23.26,83.2,0.0,9.051,3.66,0
5798,6,2024-03-09,3.77,28.82,0.0,9.015,2.87,0
5799,6,2024-03-10,19.67,86.74,0.0,8.995,7.13,0
5800,6,2024-03-11,14.99,58.95,0.0,8.959,5.05,0
5801,6,2024-03-12,13.26,68.0,0.0,8.937,6.02,0
5802,6,2024-03-13,4.18,47.49,0.0,8.921,5.64,0
5803,6,2024-03-14,29.92,48.65,0.0,8.901,7.06,0
5804,6,2024-03-15,32.08,89.41,0.0,8.883,6.23,0
5805,6,2024-03-16,4.39,78.74,0.0,8.85,1.67,0
5806,6,2024-03-17,39.01,34.54,0.0,8.839,7.29,0
5807,6,2024-03-18,36.02,56.29,0.0,8.807,2.71,0
5808,6,2024-03-19,8.31,24.29,0.0,8.797,9.12,0
5809,6,2024-03-20,14.57,84.0,0.0,8.761,4.85,0
5810,6,2024-03-21,21.31,42.55,0.0,8.729,5.67,0
5811,6,2024-03-22,1.31,83.89,0.0,8.697,5.53,0
5812,6,2024-03-23,34.78,43.11,0.0,8.666,2.92,0
5813,6,2024-03-24,32.49,33.06,0.0,8.639,5.4,0
5814,6,2024-03-25,-1.47,82.18,0.0,8.604,2.84,0
5815,6,2024-03-26,-0.71,68.32,0.0,8.578,3.87,0
5816,6,2024-03-27,-1.76,71.52,0.0,8.549,6.12,0
5817,6,2024-03-28,-8.05,68.9,0.0,8.53,1.9,0
5818,6,2024-03-29,2.22,68.18,0.0,8.506,6.51,0
5819,6,2024-03-30,5.34,77.42,0.0,8.463,7.11,0
5820,6,2024-03-31,35.56,68.93,0.0,8.444,2.85,0
5821,6,2024-04-01,35.14,47.22,0.0,8.413,4.09,0
5822,6,2024-04-02,-0.73,35.36,0.0,8.388,4.99,0
5823,6,2024-04-03,9.02,27.94,0.0,8.357,4.17,0
5824,6,2024-04-04,7.64,30.43,0.0,8.337,3.39,0
5825,6,2024-04-05,33.42,70.58,0.0,8.288,2.61,0
5826,6,2024-04-06,-2.28,57.13,0.0,8.253,7.23,0
5827,6,2024-04-07,18.95,58.25,0.0,8.228,5.32,0
5828,6,2024-04-08,-9.99,21.62,0.0,8.191,6.57,0
5829,6,2024-04-09,23.77,26.8,0.0,8.142,2.81,0
5830,6,2024-04-10,24.75,69.97,0.0,8.102,6.07,0
5831,6,2024-04-11,31.48,46.47,0.0,8.08,6.66,0
5832,6,2024-04-12,13.83,54.37,0.0,8.041,3.9,0
5833,6,2024-04-13,6.22,74.68,0.0,7.995,6.37,0
5834,6,2024-04-14,37.82,89.86,0.0,7.959,6.82,0
5835,6,2024-04-15,11.39,62.2,0.0,7.923,7.06,1
5836,6,2024-04-16,10.9,68.82,0.0,7.888,5.58,0
5837,6,2024-04-17,39.83,66.52,0.0,7.87,10.61,0
5838,6,2024-04-18,-6.55,76.21,0.0,7.825,6.7,0
5839,6,2024-04-19,23.63,76.81,0.0,7.785,2.72,0
5840,6,2024-04-20,-5.81,33.39,0.0,7.747,3.92,0
5841,6,2024-04-21,-5.65,72.54,0.0,7.698,4.41,0
5842,6,2024-04-22,39.05,22.01,0.0,7.665,5.98,0
5843,6,2024-04-23,25.66,61.85,0.0,7.615,7.48,0
5844,6,2024-04-24,-1.34,86.17,0.0,7.578,3.28,0
5845,6,2024-04-25,34.41,54.23,0.0,7.538,4.81,0
5846,6,2024-04-26,21.47,78.64,0.0,7.502,2.47,0
5847,6,2024-04-27,10.54,47.35,0.0,7.485,4.92,0
5848,6,2024-04-28,24.11,44.84,0.0,7.463,5.13,0
5849,6,2024-04-29,24.84,54.46,0.0,7.444,5.26,0
5850,6,2024-04-30,24.5,81.76,0.0,7.407,5.08,0
5851,6,2024-05-01,-2.86,85.38,0.0,7.368,6.5,0
5852,6,2024-05-02,-0.99,69.22,0.0,7.329,1.59,0
5853,6,2024-05-03,21.76,65.36,0.0,7.285,3.31,0
5854,6,2024-05-04,-6.39,50.61,0.0,7.265,5.22,0
5855,6,2024-05-05,7.19,29.38,0.0,7.226,4.0,0
5856,6,2024-05-06,37.7,59.28,0.0,7.182,5.08,0
5857,6,2024-05-07,22.79,63.67,0.0,7.165,5.08,0
5858,6,2024-05-08,22.5,26.09,0.0,7.133,6.13,0
5859,6,2024-05-09,24.95,67.44,0.0,7.092,6.87,0
5860,6,2024-05-10,-4.74,80.52,0.0,7.054,3.74,0
5861,6,2024-05-11,-6.2,89.37,0.0,7.006,4.34,0
5862,6,2024-05-12,20.06,22.26,0.0,6.993,5.89,0
5863,6,2024-05-13,3.31,20.73,0.0,6.958,4.86,0
5864,6,2024-05-14,-5.52,59.95,0.0,6.948,6.73,0
5865,6,2024-05-15,32.11,76.52,0.0,6.904,3.05,0
5866,6,2024-05-16,31.03,26.81,0.0,6.87,3.18,0
5867,6,2024-05-17,33.41,45.09,0.0,6.836,4.04,0
5868,6,2024-05-18,37.57,79.49,0.0,6.819,5.27,0
5869,6,2024-05-19,7.97,63.57,0.0,6.779,3.26,0
5870,6,2024-05-20,19.62,85.91,0.0,6.765,9.23,0
5871,6,2024-05-21,36.57,60.42,0.0,6.714,6.95,0
5872,6,2024-05-22,18.04,39.73,0.0,6.683,7.13,1
5873,6,2024-05-23,8.1,29.56,0.0,6.658,5.21,0
5874,6,2024-05-24,12.76,44.91,0.0,6.623,-1.49,0
5875,6,2024-05-25,34.04,76.06,0.0,6.599,1.74,0
5876,6,2024-05-26,-0.74,39.93,0.0,6.581,2.16,0
5877,6,2024-05-27,31.44,26.93,0.0,6.569,4.75,0
5878,6,2024-05-28,2.03,61.13,0.0,6.548,5.61,0
5879,6,2024-05-29,4.46,31.93,0.0,6.539,7.95,0
5880,6,2024-05-30,26.49,30.71,0.0,6.518,2.99,0
5881,6,2024-05-31,0.65,88.44,0.0,6.486,1.63,0
5882,6,2024-06-01,2.67,26.67,0.0,6.442,5.88,0
5883,6,2024-06-02,38.84,38.84,0.0,6.414,7.92,0
5884,6,2024-06-03,-0.65,45.31,0.0,6.38,4.89,0
5885,6,2024-06-04,22.2,61.81,0.0,6.343,3.83,0
5886,6,2024-06-05,36.95,58.0,0.0,6.324,5.81,0
5887,6,2024-06-06,14.04,69.79,0.0,6.306,4.09,0
5888,6,2024-06-07,-9.66,58.34,0.0,6.295,3.37,0
5889,6,2024-06-08,32.65,65.6,0.0,6.259,2.67,0
5890,6,2024-06-09,9.92,66.91,0.0,6.237,4.78,0
5891,6,2024-06-10,30.06,49.6,0.0,6.221,2.98,0
5892,6,2024-06-11,34.62,41.59,0.0,6.205,3.16,0
5893,6,2024-06-12,38.35,44.49,0.0,6.161,0.47,0
5894,6,2024-06-13,39.63,63.08,0.0,6.147,6.77,0
5895,6,2024-06-14,12.92,82.06,0.0,6.105,6.89,0
5896,6,2024-06-15,28.6,52.43,0.0,6.087,3.49,0
5897,6,2024-06-16,15.69,64.47,0.0,6.041,4.52,0
5898,6,2024-06-17,21.21,27.21,0.0,6.001,5.53,0
5899,6,2024-06-18,39.74,39.9,0.0,5.977,7.11,1
5900,6,2024-06-19,-9.21,48.18,0.0,11.67,5.85,0
5901,6,2024-06-20,-3.16,38.68,0.0,11.646,5.6,0
5902,6,2024-06-21,-6.32,60.68,0.0,11.605,5.03,0
5903,6,2024-06-22,24.36,77.05,0.0,11.557,-0.21,0
5904,6,2024-06-23,38.5,84.79,0.0,11.52,5.86,0
5905,6,2024-06-24,9.72,86.48,0.0,11.502,6.36,0
5906,6,2024-06-25,-0.21,39.31,0.0,11.473,3.26,0
5907,6,2024-06-26,-2.73,32.37,0.0,11.422,6.02,0
5908,6,2024-06-27,8.76,87.19,0.0,11.4,6.08,0
5909,6,2024-06-28,20.75,46.65,0.0,11.363,5.62,0
5910,6,2024-06-29,1.35,82.32,0.0,11.342,4.23,0
5911,6,2024-06-30,1.55,40.61,0.0,11.315,6.56,0
5912,6,2024-07-01,18.58,26.96,0.0,11.292,4.06,0
5913,6,2024-07-02,13.35,42.72,0.0,11.253,4.2,0
5914,6,2024-07-03,31.59,77.93,0.0,11.231,6.2,0
5915,6,2024-07-04,31.33,81.15,0.0,11.202,4.29,0
5916,6,2024-07-05,-2.28,63.46,0.0,11.163,7.94,0
5917,6,2024-07-06,-0.14,69.07,0.0,11.145,3.05,0
5918,6,2024-07-07,23.12,82.54,0.0,11.118,4.72,0
5919,6,2024-07-08,26.42,53.63,0.0,11.108,2.68,0
5920,6,2024-07-09,-2.77,33.5,0.0,11.091,3.61,0
5921,6,2024-07-10,-7.65,50.84,0.0,11.06,5.15,0
5922,6,2024-07-11,10.01,47.02,0.0,11.042,3.19,0
5923,6,2024-07-12,-8.43,43.16,0.0,11.004,2.52,0
5924,6,2024-07-13,29.21,21.08,0.0,10.964,4.04,0
5925,6,2024-07-14,-3.41,84.53,0.0,10.948,5.58,0
5926,6,2024-07-15,32.17,36.63,0.0,10.925,5.99,0
5927,6,2024-07-16,5.0,25.89,0.0,10.885,8.83,0
5928,6,2024-07-17,19.14,39.04,0.0,10.869,6.23,0
5929,6,2024-07-18,17.82,66.56,0.0,10.851,6.68,1
5930,6,2024-07-19,3.2,68.86,0.0,10.812,5.26,0
5931,6,2024-07-20,22.5,41.27,0.0,10.771,0.54,0
5932,6,2024-07-21,-2.47,27.71,0.0,10.74,5.8,0
5933,6,2024-07-22,18.08,25.17,0.0,10.721,6.91,0
5934,6,2024-07-23,39.67,26.52,0.0,10.688,2.41,0
5935,6,2024-07-24,15.02,69.64,0.0,10.666,5.85,0
5936,6,2024-07-25,29.31,36.21,0.0,10.618,3.36,0
5937,6,2024-07-26,11.99,38.25,0.0,10.585,4.59,0
5938,6,2024-07-27,-3.41,54.03,0.0,10.549,5.21,0
5939,6,2024-07-28,30.04,78.54,0.0,10.53,3.82,0
5940,6,2024-07-29,34.95,42.35,0.0,10.493,3.79,0
5941,6,2024-07-30,35.51,25.39,0.0,10.463,5.12,0
5942,6,2024-07-31,31.66,50.91,0.0,10.425,8.64,0
5943,6,2024-08-01,13.59,75.99,0.0,10.375,1.79,0
5944,6,2024-08-02,18.85,28.18,0.0,10.355,5.97,0
5945,6,2024-08-03,29.61,52.21,0.0,10.334,10.0,0
